stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1382,1382,Hospital Clínic - Facultat Medicina,AV BLASCO IBAÑEZ BARDISSA CENTRAL (H.CLÍNIC) - VALÈNCIA,39.4787171805196,-0.363939535185763,,,0,
1384,1384,Serradora - Poliesportiu,C SERRERIA POLIESPORTIU - VALÈNCIA,39.4666773260194,-0.335037159019918,,,0,
1385,1385,Martí Grajales - Serradora,C MARTI GRAJALES 2 - VALÈNCIA,39.4682548496361,-0.334555304356927,,,0,
1386,1386,Centre de Salut Serreria,C SERRERIA 73 - VALÈNCIA,39.4681228700791,-0.335099673716965,,,0,
1387,1387,Sants Just i Pastor - Fusta,C SANTOS JUSTO Y PASTOR 151 - VALÈNCIA,39.4665689227045,-0.336863289487974,,,0,
139,139,Sants Just i Pastor - Lluís de Milà,C SANTOS JUSTO Y PASTOR 22 - VALÈNCIA,39.4708925463633,-0.352848696213794,,,0,
14,14,Cavite - Riu Tajo,C CAVITE 26 - VALÈNCIA,39.4762090318959,-0.32650866172641,,,0,
140,140,Amistat,C SANTOS JUSTO Y PASTOR 56 - VALÈNCIA,39.4697860671044,-0.349070352417153,,,0,
1409,1409,Blasco Ibáñez - Manuela Estelles,AV BLASCO IBAÑEZ 200 - VALÈNCIA,39.4701967795776,-0.33644449934509,,,0,
141,141,Sants Just i Pastor - Peris Brell,C SANTOS JUSTO Y PASTOR 78 - VALÈNCIA,39.4689873203724,-0.34641727771196,,,0,
