entityID,entityType,dayType<TextUnrestricted>,sourceRef<TextUnrestricted>,location<geo:json>,returnStops<Number>,trend<TextUnrestricted>,forwardStops<Number>,intensity<Number>,returntrips<Number>,forwardtrips<Number>,zoneList<Json>,name<TextUnrestricted>,sceneRef<TextUnrestricted>,TimeInstant<DateTime>
93,RouteIntensity,Viernes,93,,,,,8236.70114942529,,,"['2', '3', '6', '7', '8', '11', '13']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Domingo,94,,96.0,,66.0,2033.24503311258,48.0,49.0,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Domingo,94,,96.0,,66.0,2533.725,48.0,49.0,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Laborable,94,,48.0,,176.0,4759.36594594595,72.0,68.0,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Laborable,94,,48.0,,176.0,5036.74418604651,72.0,68.0,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Sabado,94,,,,,2808.66739130435,,,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Sabado,94,,,,,3261.87804878049,,,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Viernes,94,,,,,4555.18300653595,,,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
94,RouteIntensity,Viernes,94,,,,,4610.55813953488,,,"['1', '2', '4', '5', '6', '12']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Domingo,95,,136.0,,156.0,4610.175,45.0,45.0,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Domingo,95,,136.0,,156.0,4116.75657894737,45.0,45.0,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Laborable,95,,374.0,,429.0,8105.84835402051,93.0,93.0,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Laborable,95,,374.0,,429.0,8235.34302325581,93.0,93.0,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Sabado,95,,,,,4972.49784482759,,,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Sabado,95,,,,,5444.12195121951,,,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Viernes,95,,,,,7830.39433551198,,,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
95,RouteIntensity,Viernes,95,,,,,7916.83720930233,,,"['2', '4', '5', '6', '7', '10', '11']",,N/A,2024-05-21 00:00:00+00:00
10,RouteIntensity,Viernes,10,"{""type"":""MultiLineString"",""coordinates"":[[[-0.357136998,39.48698542],[-0.357189309,39.485495202],[-0.357574086,39.484078687],[-0.359174466,39.481774342],[-0.3581215,39.480124867],[-0.356596088,39.479013197],[-0.356501299,39.475384096],[-0.357819396,39.472798864],[-0.358644892,39.470826232],[-0.360204879,39.469483364],[-0.364137699,39.469289632],[-0.367740849,39.471821646],[-0.369197122,39.471467245],[-0.370976646,39.469952294],[-0.373574472,39.468194934],[-0.378030019,39.467883266],[-0.381809698,39.468172296],[-0.38367603,39.466137319],[-0.385570027,39.463825489],[-0.386196956,39.460713575],[-0.386971146,39.458310727],[-0.387065273,39.456923358],[-0.387084456,39.455535826],[-0.388729082,39.452751888],[-0.389301047,39.450076239],[-0.389686976,39.44826713],[-0.390555311,39.447666387],[-0.393464012,39.449071909],[-0.395486866,39.449110309],[-0.396223302,39.448062423],[-0.396916118,39.445778593],[-0.397940461,39.442944829],[-0.393722221,39.4432319],[-0.392978721,39.445156562],[-0.391191999,39.447297353]],[[-0.391191999,39.447297353],[-0.389386209,39.448344869],[-0.388974236,39.450171274],[-0.388417627,39.452816898],[-0.386851497,39.455670441],[-0.386756189,39.457989774],[-0.385954215,39.459732343],[-0.385407736,39.461398096],[-0.38229868,39.461610626],[-0.381215665,39.465966329],[-0.378918904,39.46928752],[-0.377626895,39.4694438],[-0.375493825,39.470306337],[-0.371312774,39.471378926],[-0.367746389,39.47167473],[-0.365870289,39.470684297],[-0.359977247,39.468649836],[-0.358289505,39.470172883],[-0.356893359,39.472815795],[-0.355779122,39.475063403],[-0.357522431,39.477320818],[-0.357527724,39.480099781],[-0.359115664,39.482228975],[-0.358503515,39.483321688],[-0.357820594,39.485866449],[-0.357136998,39.48698542]]]}",,Baja,,7630.14628820961,,,"['1', '2', '3', '6', '9', '14']",10,N/A,2024-05-21 00:00:00+00:00
11,RouteIntensity,Viernes,11,"{""type"":""MultiLineString"",""coordinates"":[[[-0.398543502,39.454763897],[-0.396258259,39.456155598],[-0.394166136,39.458077425],[-0.392194594,39.459766763],[-0.390308899,39.46172799],[-0.388570741,39.463774471],[-0.38666034,39.466004002],[-0.384772278,39.468316136],[-0.383567254,39.47092117],[-0.380412359,39.472712287],[-0.379805662,39.471432783],[-0.377826639,39.468393566],[-0.375857789,39.470103434],[-0.371312774,39.471378926],[-0.369568178,39.472075963],[-0.364841099,39.474004158],[-0.36682906,39.476445195],[-0.371316841,39.479006841],[-0.370571702,39.481857183],[-0.369378861,39.484134107],[-0.367890669,39.486993815],[-0.36924725,39.488755877],[-0.371046675,39.490141063],[-0.371618894,39.492170016],[-0.370439013,39.494126689],[-0.368858173,39.49590705],[-0.368873813,39.496930014]],[[-0.368873813,39.496930014],[-0.36999852,39.496463753],[-0.370859934,39.494690632],[-0.368398762,39.492895234],[-0.370581476,39.490880786],[-0.37074258,39.489541324],[-0.369074126,39.48827506],[-0.370655555,39.486327513],[-0.372695208,39.4828611],[-0.374267762,39.478721579],[-0.371227802,39.476979027],[-0.369891988,39.473920076],[-0.372306573,39.473192295],[-0.375816367,39.473610527],[-0.376862603,39.472085525],[-0.375948193,39.469946739],[-0.378030019,39.467883266],[-0.381809698,39.468172296],[-0.38367603,39.466137319],[-0.385570027,39.463825489],[-0.387347721,39.461846365],[-0.388743435,39.460240784],[-0.389915436,39.460576546],[-0.392713598,39.461739296],[-0.394530916,39.459899798],[-0.396472836,39.458350784],[-0.398661518,39.45624672],[-0.398543502,39.454763897]]]}",,Baja,,6903.34204793028,,,"['1', '3', '5', '6', '8', '14', '15']",11,N/A,2024-05-21 00:00:00+00:00
12,RouteIntensity,Viernes,12,"{""type"":""MultiLineString"",""coordinates"":[[[-0.364137699,39.469289632],[-0.359977247,39.468649836],[-0.358289505,39.470172883],[-0.356893359,39.472815795],[-0.355779122,39.475063403],[-0.357522431,39.477320818],[-0.36004678,39.478070608],[-0.363076234,39.478991793],[-0.363910443,39.481270425],[-0.3629854,39.483195501],[-0.362050108,39.485119939],[-0.361264257,39.486704879],[-0.360459837,39.488297464],[-0.362428868,39.489715579],[-0.365960175,39.49124314],[-0.3682762,39.492938376],[-0.370131519,39.494355381],[-0.372785306,39.495423208],[-0.375328632,39.494984981],[-0.37878292,39.494241899],[-0.381563847,39.493620151],[-0.383564527,39.493219717],[-0.386073775,39.492668352],[-0.388186166,39.493285101],[-0.390845974,39.494261295],[-0.392778232,39.496078967],[-0.393799797,39.498311093],[-0.393102612,39.500442768]],[[-0.393102612,39.500442768],[-0.394656485,39.500041155],[-0.394939847,39.497512508],[-0.392857042,39.495967063],[-0.390771544,39.494067115],[-0.388312199,39.49352318],[-0.386254262,39.494982868],[-0.384275444,39.495208033],[-0.382198588,39.495656986],[-0.379947391,39.495889066],[-0.377254841,39.496467645],[-0.374198233,39.496969403],[-0.372348753,39.496316212],[-0.370859934,39.494690632],[-0.368398762,39.492895234],[-0.365690959,39.490866759],[-0.362462576,39.489573745],[-0.362043087,39.488282096],[-0.362841261,39.486671692],[-0.363394627,39.485674413],[-0.364204596,39.483999682],[-0.365261927,39.481994211],[-0.365729111,39.478760808],[-0.363110881,39.477980399],[-0.361424831,39.477484545],[-0.359204294,39.476837678],[-0.356501299,39.475384096],[-0.357819396,39.472798864],[-0.358644892,39.470826232],[-0.360204879,39.469483364],[-0.364137699,39.469289632]]]}",,Baja,,2979.61572052402,,,"['2', '6', '14', '15', '16']",12,N/A,2024-05-21 00:00:00+00:00
13,RouteIntensity,Viernes,13,"{""type"":""MultiLineString"",""coordinates"":[[[-0.367746389,39.47167473],[-0.364879032,39.469526997],[-0.362831781,39.466328646],[-0.361268121,39.463451448],[-0.360423852,39.461657284],[-0.35857438,39.459171585],[-0.356763998,39.456745232],[-0.357837922,39.455811594],[-0.360715209,39.454579623],[-0.363150665,39.453621207],[-0.365797019,39.452500523],[-0.367827969,39.451623863],[-0.369641004,39.450000594],[-0.368622384,39.448506092],[-0.367126637,39.446274708],[-0.367726148,39.444334238],[-0.368161746,39.442507727],[-0.368757077,39.441835787]],[[-0.368757077,39.441835787],[-0.367516612,39.444319349],[-0.366935458,39.44636115],[-0.368403033,39.448583024],[-0.369565015,39.450242067],[-0.368655116,39.451033975],[-0.366444687,39.451940745],[-0.362914084,39.453413051],[-0.360594411,39.454415397],[-0.356735748,39.456076407],[-0.356172748,39.457090333],[-0.36027027,39.458345652],[-0.361295797,39.459867372],[-0.362383099,39.46152887],[-0.363825425,39.463507846],[-0.365125234,39.465456294],[-0.366316629,39.467176943],[-0.367812831,39.469262205],[-0.369079856,39.47108532],[-0.367746389,39.47167473]]]}",,Baja,,3025.07205240175,,,"['2', '10']",13,N/A,2024-05-21 00:00:00+00:00
14,RouteIntensity,Viernes,14,"{""type"":""MultiLineString"",""coordinates"":[[[-0.376792913,39.468888819],[-0.373945958,39.468462188],[-0.372523143,39.466034517],[-0.370936993,39.463757094],[-0.369504834,39.461726995],[-0.367703753,39.460169007],[-0.365600073,39.46106785],[-0.362602151,39.461519283],[-0.361809524,39.460346898],[-0.360617297,39.458557528],[-0.362844286,39.457068417],[-0.362674635,39.455528207],[-0.360597485,39.452626022],[-0.35920143,39.450648842],[-0.360719758,39.44867926],[-0.359659109,39.447442189],[-0.358257389,39.445592551],[-0.357512039,39.444492272],[-0.35601795,39.442715605],[-0.355211162,39.43703563],[-0.359715931,39.431065892],[-0.360710277,39.432437878],[-0.362707138,39.4324364],[-0.363665971,39.429503129],[-0.363971546,39.428242453],[-0.364195059,39.42660841],[-0.361898417,39.426416116],[-0.362144733,39.4242085]],[[-0.362144733,39.4242085],[-0.363936549,39.424703503],[-0.364130905,39.426284511],[-0.363915059,39.427853234],[-0.36342194,39.429647321],[-0.362442246,39.432661439],[-0.360760835,39.432339397],[-0.359874884,39.431120033],[-0.354785944,39.437152105],[-0.356750865,39.443360297],[-0.357163848,39.444069618],[-0.35822365,39.4456699],[-0.359573877,39.447479441],[-0.360671525,39.448717389],[-0.359339878,39.451398439],[-0.360244382,39.452741432],[-0.36237605,39.455595195],[-0.362742103,39.456783366],[-0.36027027,39.458345652],[-0.361295797,39.459867372],[-0.362383099,39.46152887],[-0.365675059,39.461292994],[-0.367811721,39.460425158],[-0.370447151,39.461731464],[-0.371780157,39.463236556],[-0.374156152,39.465757784],[-0.376792913,39.468888819]]]}",,Alta,,3157.09523809524,,,"['19', '1', '2', '10']",14,N/A,2024-05-21 00:00:00+00:00
16,RouteIntensity,Viernes,16,"{""type"":""MultiLineString"",""coordinates"":[[[-0.37424537,39.470560786],[-0.371312774,39.471378926],[-0.369568178,39.472075963],[-0.364841099,39.474004158],[-0.36682906,39.476445195],[-0.371316841,39.479006841],[-0.374011091,39.480907778],[-0.374740757,39.484376042],[-0.3746561,39.486229811],[-0.375014657,39.488828295],[-0.373954328,39.49157592],[-0.373158527,39.493271066],[-0.371912743,39.494580237],[-0.370815524,39.496534999],[-0.370230037,39.498876223],[-0.36852953,39.502343242],[-0.367802075,39.504201249],[-0.3654941,39.506878415],[-0.365177859,39.508722206],[-0.361358404,39.516372629],[-0.358622086,39.520561705],[-0.357310656,39.522340053],[-0.367444214,39.53367105],[-0.369793375,39.535182986],[-0.368581016,39.535687725]],[[-0.368581016,39.535687725],[-0.357115605,39.522845256],[-0.357753343,39.522022161],[-0.358762037,39.520613642],[-0.361516994,39.516495218],[-0.365300313,39.508799052],[-0.366243589,39.506380297],[-0.367689163,39.504689911],[-0.368618306,39.502427322],[-0.370300352,39.499116483],[-0.372348753,39.496316212],[-0.372730301,39.494718957],[-0.373365779,39.4932863],[-0.374452702,39.491529743],[-0.375997607,39.489312737],[-0.377473367,39.487358835],[-0.378759338,39.485225492],[-0.378839957,39.483088139],[-0.375359517,39.481643198],[-0.374267762,39.478721579],[-0.371227802,39.476979027],[-0.369891988,39.473920076],[-0.372306573,39.473192295],[-0.374325725,39.473317536],[-0.37424537,39.470560786]]]}",,Alta,,5541.38095238095,,,"['1', '5', '6', '15', '17']",16,N/A,2024-05-21 00:00:00+00:00
18,RouteIntensity,Viernes,18,"{""type"":""MultiLineString"",""coordinates"":[[[-0.393953276,39.45038128],[-0.389686976,39.44826713],[-0.387226046,39.446393779],[-0.381749991,39.445515621],[-0.379861524,39.446888002],[-0.379293677,39.449360888],[-0.378838275,39.450957505],[-0.376667512,39.452546792],[-0.373953731,39.453157087],[-0.371796394,39.452897076],[-0.368828587,39.454125987],[-0.365723609,39.455462367],[-0.362742103,39.456783366],[-0.36027027,39.458345652],[-0.361295797,39.459867372],[-0.362383099,39.46152887],[-0.357728454,39.464297956],[-0.356097017,39.467527136],[-0.354919344,39.469942731],[-0.353867179,39.472140925],[-0.352849696,39.47417338],[-0.351271541,39.477825865],[-0.347228853,39.480107162],[-0.345999398,39.479816898]],[[-0.345999398,39.479816898],[-0.347678455,39.478312847],[-0.351592515,39.477845631],[-0.353158901,39.474325581],[-0.354259717,39.472049073],[-0.355406401,39.469622294],[-0.35641479,39.467662163],[-0.357835278,39.464631133],[-0.362602151,39.461519283],[-0.361809524,39.460346898],[-0.360617297,39.458557528],[-0.362844286,39.457068417],[-0.365744313,39.45584426],[-0.369458911,39.454286027],[-0.372036458,39.45318784],[-0.374465535,39.451848426],[-0.379312853,39.450487694],[-0.379702199,39.448848479],[-0.380204009,39.446936694],[-0.381274252,39.445862464],[-0.387277034,39.446922609],[-0.390555311,39.447666387],[-0.393464012,39.449071909],[-0.393953276,39.45038128]]]}",,Baja,,3539.88671023965,,,"['9', '10', '12', '13']",18,N/A,2024-05-21 00:00:00+00:00
19,RouteIntensity,Viernes,19,"{""type"":""MultiLineString"",""coordinates"":[[[-0.377626895,39.4694438],[-0.376804402,39.466285571],[-0.374659438,39.464356278],[-0.372852046,39.464676561],[-0.369186696,39.463864374],[-0.363917347,39.4627274],[-0.358793009,39.463186274],[-0.35679201,39.460974466],[-0.352146657,39.460051822],[-0.348837373,39.459313116],[-0.345602354,39.458615308],[-0.342799903,39.459034695],[-0.340554602,39.460429441],[-0.338157129,39.46152899],[-0.335810602,39.460773403],[-0.332496103,39.460357022],[-0.328745425,39.463739759],[-0.328484017,39.465627315],[-0.328305577,39.467233695],[-0.327974648,39.469400803],[-0.327649535,39.471664644],[-0.327376919,39.473469327],[-0.326508662,39.476209032],[-0.326664684,39.479115618],[-0.326695314,39.481528694],[-0.326565747,39.483099319]],[[-0.326565747,39.483099319],[-0.327856859,39.483928126],[-0.32814584,39.48110272],[-0.328148424,39.479117871],[-0.328164471,39.477378557],[-0.327852604,39.476248926],[-0.327898512,39.474291107],[-0.328272638,39.471601821],[-0.328529617,39.469861071],[-0.328805872,39.46811489],[-0.329133261,39.465609807],[-0.329473966,39.463786583],[-0.332714259,39.460480404],[-0.333827806,39.459195849],[-0.336108278,39.458802958],[-0.339331109,39.459048376],[-0.343502242,39.458959096],[-0.346277485,39.459292537],[-0.350093683,39.460092352],[-0.352411429,39.460595147],[-0.356590329,39.461559819],[-0.358412299,39.463167261],[-0.363133694,39.462853439],[-0.367661493,39.463844999],[-0.372009941,39.46479659],[-0.374156152,39.465757784],[-0.376495265,39.467514637],[-0.377626895,39.4694438]]]}",,Alta,,8082.41860465116,,,"['1', '2', '11', '12']",19,N/A,2024-05-21 00:00:00+00:00
27,RouteIntensity,Viernes,27,"{""type"":""MultiLineString"",""coordinates"":[[[-0.379849641,39.472525155],[-0.380306652,39.470068731],[-0.381809698,39.468172296],[-0.38367603,39.466137319],[-0.385570027,39.463825489],[-0.385453244,39.460471061],[-0.383933788,39.457997322],[-0.384074137,39.455870462],[-0.384697694,39.452791151],[-0.385065758,39.450973415],[-0.38579752,39.44836835],[-0.386778792,39.4455891],[-0.387533408,39.443686603],[-0.388946084,39.440114355],[-0.391038456,39.434817536],[-0.391611558,39.43329554],[-0.392912081,39.429929165],[-0.393471505,39.427384254]],[[-0.393471505,39.427384254],[-0.392607076,39.430314336],[-0.391121435,39.433958566],[-0.39072334,39.435078062],[-0.38869443,39.440109666],[-0.387111396,39.444233431],[-0.385840023,39.447393937],[-0.385278929,39.44914639],[-0.384786461,39.451336718],[-0.384458755,39.45298659],[-0.383577068,39.456689201],[-0.382910764,39.459668628],[-0.38229868,39.461610626],[-0.381215665,39.465966329],[-0.379557808,39.469491365],[-0.379623755,39.473779501],[-0.379849641,39.472525155]]]}",,Baja,,6431.67903930131,,,"['19', '1', '3', '9']",27,N/A,2024-05-21 00:00:00+00:00
28,RouteIntensity,Viernes,28,"{""type"":""MultiLineString"",""coordinates"":[[[-0.378030019,39.467883266],[-0.380278249,39.468515847],[-0.383567254,39.47092117],[-0.383807026,39.473913689],[-0.383948311,39.475014205],[-0.383694072,39.47784092],[-0.384558976,39.482912253],[-0.385629897,39.485485164],[-0.386812994,39.486357684],[-0.389068909,39.488334701],[-0.390290574,39.489488983],[-0.393309733,39.492393441],[-0.395602625,39.494579716],[-0.396210688,39.49567885],[-0.393799797,39.498311093],[-0.393102612,39.500442768]],[[-0.393102612,39.500442768],[-0.394656485,39.500041155],[-0.394939847,39.497512508],[-0.396287726,39.495798951],[-0.397432631,39.49557449],[-0.396208821,39.494049405],[-0.394034498,39.491949385],[-0.392439424,39.490421249],[-0.39226589,39.488875211],[-0.388599753,39.487236824],[-0.386399007,39.484898147],[-0.384989701,39.483100924],[-0.380981061,39.481075169],[-0.377759031,39.480375106],[-0.375251024,39.479093766],[-0.371227802,39.476979027],[-0.36967118,39.473877708],[-0.369197122,39.471467245],[-0.370976646,39.469952294],[-0.373574472,39.468194934],[-0.378030019,39.467883266]]]}",,Alta,,5977.27906976744,,,"['16', '1', '4', '5']",28,N/A,2024-05-21 00:00:00+00:00
31,RouteIntensity,Viernes,31,"{""type"":""MultiLineString"",""coordinates"":[[[-0.381584273,39.460830087],[-0.38229868,39.461610626],[-0.381215665,39.465966329],[-0.378918904,39.46928752],[-0.377626895,39.4694438],[-0.375493825,39.470306337],[-0.371312774,39.471378926],[-0.369568178,39.472075963],[-0.364430716,39.473815045],[-0.362724456,39.476328349],[-0.361424831,39.477484545],[-0.359204294,39.476837678],[-0.356929953,39.476161366],[-0.354839997,39.475831891],[-0.350892278,39.474750991],[-0.348583134,39.47404503],[-0.346215883,39.47298805],[-0.342960939,39.47204949],[-0.340259126,39.471248623],[-0.33825524,39.4706591],[-0.336444499,39.47019678],[-0.334007701,39.472251204],[-0.331709607,39.472239917],[-0.329575343,39.471948385],[-0.327376919,39.473469327],[-0.326508662,39.476209032],[-0.326664684,39.479115618],[-0.326695314,39.481528694],[-0.326565747,39.483099319],[-0.326142595,39.485461504],[-0.325783132,39.487652365],[-0.325545453,39.489846613],[-0.325332206,39.493144861],[-0.326730202,39.492784957]],[[-0.326730202,39.492784957],[-0.327598536,39.487758581],[-0.328231381,39.485286054],[-0.327856859,39.483928126],[-0.32814584,39.48110272],[-0.328148424,39.479117871],[-0.328164471,39.477378557],[-0.327852604,39.476248926],[-0.327898512,39.474291107],[-0.328732184,39.472042949],[-0.33178981,39.472401699],[-0.334274067,39.472428093],[-0.334661469,39.47091071],[-0.33652468,39.470976093],[-0.339945288,39.471983861],[-0.342582994,39.472804471],[-0.345929656,39.473891126],[-0.348547888,39.474315561],[-0.350914202,39.475027222],[-0.353911552,39.475908823],[-0.356072817,39.476892009],[-0.36004678,39.478070608],[-0.363076234,39.478991793],[-0.365512117,39.479657027],[-0.36740693,39.477682941],[-0.369891988,39.473920076],[-0.372306573,39.473192295],[-0.375816367,39.473610527],[-0.376862603,39.472085525],[-0.375948193,39.469946739],[-0.378030019,39.467883266],[-0.381809698,39.468172296],[-0.382265317,39.466015509],[-0.379623448,39.463088548],[-0.381584273,39.460830087]]]}",,Alta,,4217.46511627907,,,"['1', '3', '6', '11', '13']",31,N/A,2024-05-21 00:00:00+00:00
35,RouteIntensity,Viernes,35,"{""type"":""MultiLineString"",""coordinates"":[[[-0.376792913,39.468888819],[-0.373945958,39.468462188],[-0.372523143,39.466034517],[-0.370936993,39.463757094],[-0.369504834,39.461726995],[-0.367703753,39.460169007],[-0.365698781,39.459727894],[-0.36386093,39.457153462],[-0.362674635,39.455528207],[-0.360594411,39.454415397],[-0.356735748,39.456076407],[-0.354344038,39.454617256],[-0.347464578,39.456967456],[-0.348246269,39.458978495],[-0.347507673,39.461092844],[-0.34632807,39.463474787],[-0.347461993,39.464157683],[-0.349147161,39.463160711]],[[-0.349147161,39.463160711],[-0.347192148,39.4625589],[-0.347784618,39.4610654],[-0.348530874,39.459003753],[-0.348178883,39.457566165],[-0.353524296,39.454889919],[-0.357837922,39.455811594],[-0.360715209,39.454579623],[-0.36237605,39.455595195],[-0.363664898,39.45730475],[-0.365188584,39.45979829],[-0.367811721,39.460425158],[-0.370447151,39.461731464],[-0.371780157,39.463236556],[-0.374156152,39.465757784],[-0.376495265,39.467514637],[-0.376792913,39.468888819]]]}",,Alta,,4752.0,,,"['1', '2', '10', '12']",35,N/A,2024-05-21 00:00:00+00:00
4,RouteIntensity,Viernes,4,"{""type"":""MultiLineString"",""coordinates"":[[[-0.376165832,39.470387874],[-0.371312774,39.471378926],[-0.367746389,39.47167473],[-0.365870289,39.470684297],[-0.359970673,39.468002884],[-0.355979343,39.466762127],[-0.352663288,39.465773235],[-0.350846669,39.465236275],[-0.348057724,39.464414641],[-0.344191962,39.463306363],[-0.341827658,39.462537563],[-0.339188778,39.461818841],[-0.335810602,39.460773403],[-0.333232739,39.459991055],[-0.332269643,39.458314756],[-0.330844763,39.456353087],[-0.330657854,39.454493937],[-0.333682547,39.451938153],[-0.334156178,39.450237299],[-0.334608861,39.448538737],[-0.335878861,39.447590233],[-0.335218905,39.444836798],[-0.333287213,39.44458967],[-0.330581777,39.446211385],[-0.33177604,39.447470243]],[[-0.33177604,39.447470243],[-0.333133195,39.448453672],[-0.332428775,39.450559096],[-0.332064564,39.451857132],[-0.329974583,39.455062612],[-0.333827806,39.459195849],[-0.336108278,39.458802958],[-0.339331109,39.459048376],[-0.339545108,39.461045544],[-0.341652728,39.461831302],[-0.344618131,39.463105432],[-0.347461993,39.464157683],[-0.350460299,39.465043048],[-0.353412738,39.465906618],[-0.35625481,39.466414187],[-0.360447456,39.467885113],[-0.364137699,39.469289632],[-0.367740849,39.471821646],[-0.369426589,39.472203367],[-0.372306573,39.473192295],[-0.375816367,39.473610527],[-0.376862603,39.472085525],[-0.376165832,39.470387874]]]}",,Baja,,6178.26419213974,,,"['1', '2', '6', '10', '11', '12']",4,N/A,2024-05-21 00:00:00+00:00
40,RouteIntensity,Viernes,40,"{""type"":""MultiLineString"",""coordinates"":[[[-0.376882491,39.468075608],[-0.372595752,39.469132517],[-0.370616878,39.467020576],[-0.36950283,39.466468242],[-0.367120236,39.466013144],[-0.365483663,39.463598276],[-0.363917347,39.4627274],[-0.360861818,39.462056932],[-0.35679201,39.460974466],[-0.352851513,39.46106752],[-0.351917595,39.463291491],[-0.350947258,39.465971269],[-0.350040415,39.468117743],[-0.349101986,39.470368682],[-0.348108953,39.472812092],[-0.347130159,39.475132162],[-0.346259171,39.476993995],[-0.345328074,39.479277363],[-0.345736642,39.479409107]],[[-0.345736642,39.479409107],[-0.346870079,39.476814346],[-0.347545371,39.475217313],[-0.348412002,39.472937733],[-0.349458386,39.47048371],[-0.350267431,39.468376327],[-0.35127204,39.465908187],[-0.35230762,39.463607928],[-0.353339355,39.461055794],[-0.356590329,39.461559819],[-0.361179278,39.462427718],[-0.363133694,39.462853439],[-0.365125234,39.465456294],[-0.366316629,39.467176943],[-0.367812831,39.469262205],[-0.369079856,39.47108532],[-0.370976646,39.469952294],[-0.373574472,39.468194934],[-0.376882491,39.468075608]]]}",,Baja,,3102.5807860262,,,"['1', '2', '10', '12', '13']",40,N/A,2024-05-21 00:00:00+00:00
5,RouteIntensity,Viernes,5,"{""type"":""MultiLineString"",""coordinates"":[[[-0.378030019,39.467883266],[-0.380278249,39.468515847],[-0.383567254,39.47092117],[-0.383807026,39.473913689],[-0.383948311,39.475014205],[-0.383694072,39.47784092],[-0.382931255,39.480023079],[-0.380981061,39.481075169],[-0.377759031,39.480375106]],[[-0.377759031,39.480375106],[-0.375251024,39.479093766],[-0.371227802,39.476979027],[-0.369891988,39.473920076],[-0.372306573,39.473192295],[-0.375816367,39.473610527],[-0.376862603,39.472085525],[-0.375948193,39.469946739],[-0.377100545,39.468630481],[-0.378030019,39.467883266]]]}",,Alta,,1353.75,,,['1'],C1,N/A,2024-05-21 00:00:00+00:00
6,RouteIntensity,Viernes,6,"{""type"":""MultiLineString"",""coordinates"":[[[-0.377152511,39.498528207],[-0.376233981,39.497939394],[-0.375515912,39.496023066],[-0.374533725,39.493479107],[-0.374108751,39.492397073],[-0.374452702,39.491529743],[-0.375997607,39.489312737],[-0.377473367,39.487358835],[-0.378759338,39.485225492],[-0.378839957,39.483088139],[-0.375359517,39.481643198],[-0.374267762,39.478721579],[-0.371227802,39.476979027],[-0.369891988,39.473920076],[-0.372306573,39.473192295],[-0.374325725,39.473317536],[-0.37424537,39.470560786],[-0.373945958,39.468462188],[-0.372523143,39.466034517],[-0.370936993,39.463757094],[-0.369504834,39.461726995],[-0.367703753,39.460169007],[-0.365698781,39.459727894],[-0.36386093,39.457153462],[-0.365744313,39.45584426],[-0.369458911,39.454286027],[-0.372036458,39.45318784],[-0.372732772,39.452040734],[-0.371329205,39.450137831],[-0.369580873,39.447553511],[-0.370038391,39.445940449],[-0.373292125,39.445484344]],[[-0.373292125,39.445484344],[-0.373789845,39.447976602],[-0.373773481,39.449750691],[-0.375567518,39.452315747],[-0.373953731,39.453157087],[-0.371796394,39.452897076],[-0.368828587,39.454125987],[-0.366847192,39.455614646],[-0.367982639,39.457363839],[-0.368892947,39.45909061],[-0.370447151,39.461731464],[-0.371780157,39.463236556],[-0.374156152,39.465757784],[-0.376495265,39.467514637],[-0.375857789,39.470103434],[-0.371312774,39.471378926],[-0.369568178,39.472075963],[-0.364841099,39.474004158],[-0.36682906,39.476445195],[-0.371316841,39.479006841],[-0.374011091,39.480907778],[-0.374740757,39.484376042],[-0.3746561,39.486229811],[-0.375014657,39.488828295],[-0.373954328,39.49157592],[-0.375465315,39.492112965],[-0.375937055,39.493253292],[-0.376812276,39.495825824],[-0.377216531,39.497916443],[-0.377152511,39.498528207]]]}",,Baja,,7435.96506550218,,,"['1', '2', '5', '10', '15']",6,N/A,2024-05-21 00:00:00+00:00
