entityID,entityType,label<TextUnrestricted>,location<geo:json>,zoneId<Number>,name<TextUnrestricted>,TimeInstant<DateTime>
8,Zone,08_Patraix,"{""type"":""MultiPolygon"",""coordinates"":[[[[-0.390318724,39.456427395],[-0.39474686,39.449873764],[-0.396003785,39.450775789],[-0.398009764,39.452451317],[-0.398584427,39.45297318],[-0.39746295,39.453930029],[-0.398304337,39.45458399],[-0.397436859,39.455253736],[-0.39677572,39.45570738],[-0.395802945,39.456063959],[-0.39470951,39.45622863],[-0.393573259,39.456275216],[-0.390290197,39.456471799],[-0.390318724,39.456427395]]],[[[-0.414352564,39.459593381],[-0.414337987,39.459631741],[-0.414323408,39.45969719],[-0.414314664,39.459737806],[-0.414256387,39.459850642],[-0.414218475,39.45994768],[-0.414180588,39.460042457],[-0.414163089,39.460110166],[-0.414151432,39.460146275],[-0.41408994,39.460287851],[-0.414060798,39.460389399],[-0.41402874,39.460477405],[-0.413961705,39.460572182],[-0.41394421,39.460635368],[-0.413891724,39.460802378],[-0.413850928,39.460935522],[-0.41383052,39.460994193],[-0.413795213,39.461071694],[-0.413722339,39.461207079],[-0.413664042,39.461329798],[-0.413649464,39.461370698],[-0.413613033,39.461460967],[-0.413580256,39.461535714],[-0.413536537,39.461600596],[-0.413499597,39.461660989],[-0.413488662,39.461703303],[-0.413475908,39.461738568],[-0.413466804,39.461785122],[-0.413417612,39.461895133],[-0.41339211,39.461958601],[-0.413346735,39.462036779],[-0.41333181,39.462076058],[-0.413318374,39.462133821],[-0.413312402,39.462167328],[-0.413310906,39.462222789],[-0.413315374,39.462286338],[-0.413279541,39.462403727],[-0.413088458,39.462818242],[-0.413025778,39.462985781],[-0.412963096,39.46310132],[-0.41293043,39.46312598],[-0.408416896,39.463354],[-0.405694627,39.46349144],[-0.405593091,39.463496542],[-0.400808065,39.463735699],[-0.400710941,39.463740563],[-0.399552395,39.463800887],[-0.397565275,39.463897683],[-0.397401245,39.463905875],[-0.397321255,39.462895094],[-0.39873733,39.461521437],[-0.399622573,39.460716696],[-0.400236471,39.46015863],[-0.402352051,39.458214997],[-0.403649018,39.456991757],[-0.404593158,39.456075933],[-0.405547148,39.455245905],[-0.407289594,39.453915459],[-0.409208497,39.452309654],[-0.414352564,39.459593381]]],[[[-0.395335177,39.467940552],[-0.393282666,39.467579223],[-0.392667789,39.467470828],[-0.390030756,39.467006237],[-0.389962892,39.466937147],[-0.388193607,39.464424486],[-0.387813062,39.463897926],[-0.38693718,39.462671053],[-0.388011313,39.462190714],[-0.3875411,39.461517997],[-0.388889258,39.459944741],[-0.388211428,39.459560148],[-0.390290197,39.456471799],[-0.392108951,39.458143223],[-0.393153779,39.459067538],[-0.394177473,39.460072458],[-0.396121294,39.461764642],[-0.397321255,39.462895094],[-0.397401245,39.463905875],[-0.396184636,39.463941676],[-0.394558144,39.465423203],[-0.395335177,39.467940552]]],[[[-0.398304337,39.45458399],[-0.400897959,39.452515949],[-0.402812937,39.450842587],[-0.403785576,39.449958936],[-0.404043174,39.449554786],[-0.40520532,39.448319514],[-0.405853497,39.447644813],[-0.409208497,39.452309654],[-0.407289594,39.453915459],[-0.405547148,39.455245905],[-0.404593158,39.456075933],[-0.403649018,39.456991757],[-0.402352051,39.458214997],[-0.39909592,39.45579537],[-0.399493846,39.455466443],[-0.398304337,39.45458399]]],[[[-0.402352051,39.458214997],[-0.400236471,39.46015863],[-0.39873733,39.461521437],[-0.397321255,39.462895094],[-0.396121294,39.461764642],[-0.394177473,39.460072458],[-0.393153779,39.459067538],[-0.392108951,39.458143223],[-0.390290197,39.456471799],[-0.393573259,39.456275216],[-0.39470951,39.45622863],[-0.395802945,39.456063959],[-0.39677572,39.45570738],[-0.397436859,39.455253736],[-0.398304337,39.45458399],[-0.399493846,39.455466443],[-0.39909592,39.45579537],[-0.402352051,39.458214997]]]]}",8,Patraix,2024-05-08 08:57:06.479233+00:00
