entityID,entityType,sceneRef<Text>,description<TextUnrestricted>,name<TextUnrestricted>,TimeInstant<DateTime>
N/A,Simulation,N/A,Vista Identidad,Vista Identidad,2024-05-21 00:00:00+00:00
